"id","code","thumbnail","hero_image","title","category","is_vacant","is_green","leed_description","is_boma","geo_address_1","geo_address_2","geo_city","geo_province","geo_province_region","geo_country","geo_postal","geo_lat","geo_lng","geo_intersetion","sqft","vacant_sqft","description","marketing_pdf","video_url","siteplan_name","annual_average_daily_traffic","population_1km","household_1km","household_income_1km","population_3km","household_3km","household_income_3km","population_5km","household_5km","household_income_5km","social_facebook","social_twitter","social_url","vacancy_1","vacancy_2","vacancy_3","vacancy_4","vacancy_5","vacancy_6","vacancy_7","vacancy_8","vacancy_9","vacancy_10","filter_grocery_anchored","filter_urban_retail","filter_office_space","filter_under_development","sort_order","hidden","parent_name_fr","child_name_fr","leed_description_fr","geo_address_1_fr","geo_address_2_fr","geo_city_fr","geo_intersetion_fr","description_fr"
"204","WTM237","https://fcr.ca/uploads/properties/thumbs/WTM237_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WTM237_Ground5.jpg","Tuscany Market","Tuscany Market","0","1",NULL,"1","11300 Tuscany Boulevard North West
",,"Calgary","AB","western","Canada","T3L 2V7","51.1247963","-114.2484019","Tuscany Blvd NW / Tuscany Way NW","85237",NULL,"<p>Nestled in the affluent, sought-after community of Tuscany, is the vibrant Tuscany Market with an assortment of shops, restaurants, and services. Surrounded by an abundance of established family residential homes, this centre is an ideal destination for everyday essentials.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Tuscany_Market.pdf",,"https://fcr.ca/uploads//properties/site-plans/Tuscany_Market.pdf","17000","10884","3753","181651","52774","18189","179677","109909","38898","164341",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","240","0",,,,,,,,"<p>Nich&eacute; dans les riches, tr&egrave;s recherch&eacute;, la communaut&eacute; de la Toscane, est le march&eacute; anim&eacute;e de la Toscane avec un assortiment de boutiques, restaurants et services.&nbsp;Entour&eacute; par une abondance de r&eacute;sidences familiales &eacute;tablies, ce centre est une destination id&eacute;ale pour l&#39;essentiel de la vie quotidienne. <!-- P--></p>
"
"205","WSA546","https://fcr.ca/uploads/properties/thumbs/WSA546_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WSA546_Ground2.jpg","Mount Royal Village","930, 932-17th Avenue","0","1",NULL,"0","930, 932 17th Avenue South West",,"Calgary","AB","western","Canada","T2T 0A2","51.037957","-114.083733","17th Ave SW / 9th Street SW","9494.9",NULL,"<p>Mount Royal Village is ideally located in the heart of the Retail &amp; Entertainment District of Calgary on 17th Avenue SW, with an opportunity for storefronts on both 17th and 16th Avenues. This location already has exposure to over 19,000 vehicles per day on 17th Avenue, while 16th Avenue will become a major street front presence and traffic route after the completion of Mount Royal West, featuring Urban Fare and Canadian Tire as the major retail anchors.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Mount_Royal_Village_East.pdf","27000","31337","19401","110520","122359","66670","133814","228800","115406","131341",,,,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","147","0",,,,,,,,"<p>Mount Royal Village est id&eacute;alement situ&eacute; au c&oelig;ur du quartier de commerce de d&eacute;tail et de divertissement de Calgary situ&eacute; &agrave; la 17 Avenue SW, qui comprend une occasion pour des vitrines sur les deux Avenues, 17e et 16e.&nbsp;Cet emplacement a d&eacute;j&agrave; une exposition &agrave; plus de 19.000 v&eacute;hicules par jour sur la 17e Avenue, tandis que la 16e Avenue deviendra une rue majeure pour les magasins ainsi que pour le trafic majeur, apr&egrave;s l&#39;ach&egrave;vement du Mont-Royal Ouest, mettant en vedette Urban Fare et Canadian Tire comme les principaux points d&#39;ancrage au d&eacute;tail. <!-- P--></p>
"
"206","WHR","https://fcr.ca/uploads/properties/thumbs/WHR_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WHR_Ground3.jpg","Mount Royal Village","940, 17th Avenue SW","1","1",NULL,"0","940 17th Avenue South West",,"Calgary","AB","western","Canada","T2T 0A2","51.0380511","-114.0839819","17th Ave SW / 9th Street SW","7132",NULL,"<p>Mount Royal Village is ideally located in the heart of the Retail &amp; Entertainment District of Calgary on 17th Avenue SW, with an opportunity for storefronts on 17th and 16th Avenues as well as 9th Street. This standalone building has unparalleled exposure, prominently located on the corner of 17th Avenue and 9th Street, further being enhanced by future 16th Avenue traffic after the completion of Mount Royal West.&nbsp; Mount Royal Vilalge features&nbsp;Urban Fare and Canadian Tire as the major retail anchors.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/940 - 17th_Ave (1).pdf","27000","31129","19220","111116","122319","66610","134115","228999","115516","131332",,,,"3424","1964","1744","0","0","0","0","0","0","0","0","1","1","0","148","0",,,,,,,,"<p>Mount Royal Village est id&eacute;alement situ&eacute; au c&oelig;ur du quartier de commerce de d&eacute;tail et de divertissement de Calgary situ&eacute; &agrave; la 17e Avenue SW, qui comprend une occasion pour des vitrines sur les Avenues 17e et 16e, ainsi que la Rue 9e.&nbsp;Ce b&acirc;timent autonome a une exposition sans pr&eacute;c&eacute;dent, en bonne place, situ&eacute;e au coin de la 17e Avenue et 9e Rue, &eacute;tant en outre renforc&eacute;e par le futur trafic du 16e Avenue, apr&egrave;s l&#39;ach&egrave;vement du Mont-Royal Ouest, mettant en vedette Urban Fare et Canadian Tire comme les principaux points d&#39;ancrage au d&eacute;tail.&nbsp;</p>
"
"207","WCM846","https://stage.fcr.ca/uploads//properties/thumbs/WCM846_Thumb.jpg","https://stage.fcr.ca/uploads//properties/hero/WCM846_header2.jpg","Cranston Market","Cranston Market","0","1",NULL,"1","356 Cranston Road South East
",,"Calgary","AB","western","Canada","T3M 0S9","50.8802924","-113.9772315","NE corner of Cranston Ave / Cranston Rd SE","82374",NULL,"<p>Centrally located in the flourishing Southeast community of Cranston with easy access to and from Queen Elizabeth II Highway and a short drive to the South Health Campus is Cranston Market. The centre is anchored by Sobeys and other notable retail and service tenants including Scotiabank, Pet Planet, Good Earth, medical and more making this centre the convenient shopping grounds for all. Cranston Market is the only grocery anchored centre servicing the densely populated neighbourhood.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Cranston Market.pdf",,"https://fcr.ca/uploads//properties/site-plans/Cranston_Market.pdf","14000","7415","2496","164118","38863","13618","162392","99262","34204","164329",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","65","0",,,,,,,,"<p>Situ&eacute; au centre de la communaut&eacute; florissante du sud-est de Cranston avec un acc&egrave;s facile &agrave; l&#39;autoroute Queen Elizabeth II et &agrave; une courte distance en voiture du Campus Sant&eacute; Sud est Cranston Market.&nbsp;Le centre est ancr&eacute; par Sobeys et d&#39;autres locataires remarquables de d&eacute;tail et de service comprenant Scotiabank, plan&egrave;te d&#39;animal familier, la terre bonne, m&eacute;dical et encore plus qui s&rsquo;ajoutent &agrave; ce centre, font que ce centre est pratique pour le magasinage pour tous.&nbsp;Cranston Market est le seul centre d&#39;&eacute;picerie ancr&eacute;e qui sert le quartier dens&eacute;ment peupl&eacute;. <!-- P--></p>
"
"208","WGM357","https://fcr.ca/uploads/properties/thumbs/GM-Glenbow_thumb.jpg","https://stage.fcr.ca/uploads//properties/hero/WGM357_Header.jpg","GM Glenbow","GM Glenbow","0","1",NULL,"0","816 - 838 11th Avenue South West",,"Calgary","AB","western","Canada","T2R 0E5","51.0431581","-114.0810822","11th Ave SW / 8th St SW","45026.77",NULL,"<p>GM Glenbow is centrally located in the heart of Calgary&#39;s beltline, only two blocks from the downtown core. This centre is easily accessible being on a major traffic route and within short walking distance to Calgary&#39;s LRT system and bus routes. This property is shadow anchored by Safeway, and is home to the &quot;go-to&quot; pubs in the area including Brewsters and Beer Revolution. The surrounding neighbourhoods are home to young professionals and millennials.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/GM Glenbow.pdf",,"https://fcr.ca/uploads//properties/site-plans/GM_Glenbow.pdf","15000","35565","22232","86467","126059","69089","124429","227279","114513","130037",,,,"0","0","0","0","0","0","0","0","0","0","1","1","1","0","93","0",,,,,,,,"<p>Le GM Glenbow est situ&eacute; au centre de la ceinture de Calgary, &agrave; seulement deux coins de rues du centre-ville.&nbsp;Ce centre est facilement accessible sur une grande route de circulation et &agrave; courte distance &agrave; pied du r&eacute;seau LRT de Calgary et des lignes de bus.&nbsp;Cette propri&eacute;t&eacute; est ancr&eacute;e &agrave; l&#39;ombre par Safeway, et est la maison des pubs dans la r&eacute;gion, y compris Brewsters et Beer Revolution.&nbsp;Les quartiers environnants abritent de jeunes professionnels et des mill&eacute;naires. <!-- P--></p>
"
"209","WKS357","https://stage.fcr.ca/uploads//properties/thumbs/WKS357_thumb.jpg","https://stage.fcr.ca/uploads//properties/hero/WKS357_header.jpg","Kingsland Shopping Centre","Kingsland Shopping Centre","1","1",NULL,"0","7726 Elbow Drive South West
",,"Calgary","AB","western","Canada","T2V 1K2","50.985108","-114.082316","Elbow Dr / 75th Ave SW","45496.6",NULL,"<p>Kingsland Shopping Centre is located in a highly desirable suburban neighbourhood in Calgary and has direct visibility and great access to Elbow Drive SW. Anchored by Shoppers Drug Mart and an excellent, complementary tenant mix consisting of several medical and paramedical tenants, personal services and food service tenants including two restaurants and Starbucks makes this an ideal place to shop and dine.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Kingsland Shopping Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/Kingsland_Shopping_Centre.pdf","25000","9520","4057","148809","51203","23079","137258","136000","57891","160392",,,,"2343","0","0","0","0","0","0","0","0","0","0","1","1","0","108","0",,,,,,,,"<p>Le centre commercial Kingsland est situ&eacute; dans un quartier de banlieue tr&egrave;s recherch&eacute; &agrave; Calgary et a une visibilit&eacute; directe et un excellent acc&egrave;s &agrave; Elbow Drive SW.&nbsp;Ancr&eacute; par Shoppers Drug Mart et un excellent m&eacute;lange de locataires compl&eacute;mentaires, compos&eacute; de plusieurs locataires m&eacute;dicaux et param&eacute;dicaux, des services personnels et des locataires de services alimentaires, y compris deux restaurants et Starbucks fait de cet endroit un endroit id&eacute;al pour magasiner et d&icirc;ner. <!-- P--></p>
"
"210","WMT885","https://fcr.ca/uploads/properties/thumbs/WMT885_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WMT885_Ground2.jpg","McKenzie Towne","McKenzie Towne Centre","0","1",NULL,"1","20 McKenzie Towne Avenue South East",,"Calgary","AB","western","Canada","T2Z 3S7","50.916561","-113.959978","McKenzie Towne Ave SE / McKenzie Towne Gate SE","115219",NULL,"<p>McKenzie Towne is one of the most well-known and notable shopping centres in Calgary, and is centrally located in the family oriented communities of McKenzie Lake, McKenzie Towne, Inverness, New Brighton and Copperfield. It is anchored by Sobeys and GoodLife Fitness and also features other major tenants including Rexall, Bank of Montreal, ATB, Brightpath and more. McKenzie Towne also features a desirable mix of retailers, food service providers, personal services, medical and paramedical services making this the ideal place to shop.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/McKenzie Towne Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/McKenzie_Towne_Centre.pdf","25000","12983","4861","124589","63648","22486","147165","108427","38394","149648",,,,"0","0","0","0","0","0","0","0","0","0","1","1","1","0","135","0",,,,,,,,"<p>McKenzie Towne est l&#39;un des centres commerciaux les plus connus et notables &agrave; Calgary, et est situ&eacute; dans les communaut&eacute;s orient&eacute;es vers la famille de McKenzie Lake, McKenzie Towne, Inverness, New Brighton et Copperfield.&nbsp;Il est ancr&eacute; par Sobeys et GoodLife Fitness et dispose &eacute;galement d&#39;autres locataires importants dont Rexall, Banque de Montr&eacute;al, ATB, Brightpath et plus encore.&nbsp;McKenzie Towne dispose &eacute;galement d&#39;un m&eacute;lange souhaitable des d&eacute;taillants, des fournisseurs de services alimentaires, les services personnels, les services m&eacute;dicaux et param&eacute;dicaux ce qui en fait l&#39;endroit id&eacute;al pour faire du magasinage. <!-- P--></p>
"
"211","WMT274","https://fcr.ca/uploads/properties/thumbs/WMT274_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WMT274_Ground5.jpg","McKenzie Towne","McKenzie Towne Park","0","1","2015 - LEED Canada New Construction (NC) v1.0 Certification","1","49 McKenzie Towne Avenue South East
",,"Calgary","AB","western","Canada","T2Z 0S8","50.915861","-113.958286","McKenzie Towne Link SE / 52nd St SE","53343",NULL,"<p>McKenzie Towne Park is a large open air centre anchored by Sobeys and a variety of restaurants, shops and service uses. As part of McKenzie Town retail complex, this portion of the centre is home to a large two-storey BrightPath Kids Daycare and a Tim Horton&#39;s.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/McKenzie Towne Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/McKenzie_Towne_Centre.pdf","25000","12697","4670","125531","63751","22861","147183","104962","37163","150038",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","136","0",,,,,,,,"<p>McKenzie Towne Park est un grand centre de plein air ancr&eacute; par Sobeys et une vari&eacute;t&eacute; de restaurants, de boutiques et de services utilis&eacute;s.&nbsp;Dans le cadre du complexe commercial McKenzie Town, cette partie du centre comprend deux grands &eacute;tages pour la garderie BrightPath Kids et un Tim Horton&rsquo;s. <!-- P--></p>
"
"212","WMT927","https://fcr.ca/uploads/properties/thumbs/WMT927_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WMT927_header.jpg","McKenzie Towne","McKenzie Towne Plaza","0","1","2010 - LEED Core & Shell (CS) v2.0 Certification","1","40 McKenzie Towne Boulevard South East
",,"Calgary","AB","western","Canada","T2Z 3S7","50.9170888","-113.9640495","McKenzie Towne Ave SE / McKenzie Towne Gate SE / High St SE","54940.8  54,934",NULL,"<p>McKenzie Towne Park is a large open air centre anchored by Sobeys and a variety of restaurants, shops and service uses. As part of McKenzie Town retail complex, this portion of the centre is home to a large two-storey BrightPath Kids Daycare and a Tim Horton&#39;s.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/McKenzie Towne Centre.pdf",,"https://fcr.ca/uploads//properties/site-plans/McKenzie_Towne_Centre.pdf","25000","12765","4846","123867","68688","24403","150588","111807","39585","149141",,,,"0","0","0","0","0","0","0","0","0","0","1","1","1","0","137","0",,,,,,,,"<p>McKenzie Towne Park est un grand centre de plein air ancr&eacute; par Sobeys et une vari&eacute;t&eacute; de restaurants, de boutiques et de service utilis&eacute;.&nbsp;Dans le cadre du complexe commercial McKenzie Town, cette partie du centre comprend deux grands &eacute;tages pour la garderie BrightPath Kids et un Tim Horton&rsquo;s. <!-- P--></p>
"
"213","WMR215","https://fcr.ca/uploads/properties/thumbs/WMR215_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WMR215_Ground5.jpg","Mount Royal Village","Mount Royal Village","0","1",NULL,"0","880 16th Avenue South West",,"Calgary","AB","western","Canada","T2R 1J9","51.0385721","-114.0815731","16th Ave SW / 8th St SW","108690.7",NULL,"<p>At the heart of Calgary&rsquo;s lively 17th Avenue retail and entertainment district, you&rsquo;ll find the bustling Mount Royal Village. In an affluent neighbourhood with fine dining, casual cuisine, chic cafes, boutique shopping and international retailers, Mount Royal Village fits right in. Home to such retailers as West Elm, London Drugs, Browns Socialhouse, Parc Brasserie, Kit and Ace and offering a wide array of services such as GoodLife Fitness, Mount Royal Village is one the most vibrant shopping destinations in the city.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Mount_Royal_Village.pdf","27000","30820","19269","108033","122888","67031","132425","223173","112757","131124",,,,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","149","0",,,,,,,,"<p>Au c&oelig;ur du quartier de divertissement et de divertissement anim&eacute; de la 17e Avenue de Calgary, vous trouverez le village anim&eacute; du mont Royal.&nbsp;Dans un quartier riche avec une cuisine raffin&eacute;e, une cuisine d&eacute;contract&eacute;e, des caf&eacute;s chics, des boutiques et des d&eacute;taillants internationaux, le village de Mount Royal s&#39;int&egrave;gre parfaitement &agrave; la maison de d&eacute;taillants tels que West Elm, London Drugs, Browns Socialhouse, Parc Brasserie, Kit et Ace. Un large &eacute;ventail de services tels que GoodLife Fitness, Mount Royal Village est l&#39;une des destinations shopping les plus dynamiques de la ville. <!-- P--></p>
"
"214","WSA855","https://fcr.ca/uploads/properties/thumbs/WSA855_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WSA855_Ground5.jpg","Mount Royal Village","Mount Royal Centre","0","1",NULL,"0","850 16th Avenue South West",,"Calgary","AB","western","Canada","T2R 0S9","51.0382163","-114.0805797","16th Ave SW / 8th Street SW","10552",NULL,"<p>850 - 16th Avenue is connected to Mount Royal Village at the epicenter of Calgary&#39;s retail and entertainment district, and home to Calgary&#39;s favourite hotspots from fine dining restaurants, casual cuisine and trendy cafes, boutique shopping destinations, international retailers, fitness facilities, spas and other personal services, and located only blocks away from the most affluent communities in the city.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Mount_Royal_Centre.pdf","27000","30820","19269","108033","122888","67031","132425","223173","112757","131124",,,,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","150","0",,,,,,,,"<p>850 - 16th Avenue est reli&eacute; &agrave; Mount Royal Village, &agrave; l&#39;&eacute;picentre du quartier de commerce de d&eacute;tail et de divertissement de Calgary, et est le lieu o&ugrave; r&eacute;side les lieux pr&eacute;f&eacute;r&eacute;s de Calgary, notamment les restaurants raffin&eacute;s, la cuisine d&eacute;contract&eacute;e et les caf&eacute;s branch&eacute;s, les boutiques Destinations, d&eacute;taillants internationaux, salles de fitness, spas et autres services personnels, et est situ&eacute; &agrave; seulement quelques coins de rue des communaut&eacute;s les plus riches de la ville.<!-- P-->&rdquo;</p>
"
"215","WMR627","https://fcr.ca/uploads/properties/thumbs/WMR627_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WMR627_Ground2.jpg","Mount Royal Village","Mount Royal Block","0","1",NULL,"0","815 17th Avenue South West",,"Calgary","AB","western","Canada","T2T 0A1","51.0375699","-114.0800114","17th Ave SW / 7th Street SW","44722.93",NULL,"<p>Mount Royal Block is located at &quot;centre-ice&quot; along 17th Avenue SW, and is anchored by Shoppers Drug Mart and is also home to Sotheby&#39;s International Realty office, medical and paramedical services, as well as HSBC. Mount Royal Block is also surrounded by other major tenants including GoodLife Fitness, West Elm, and Urban Fare, with Canadian Tire set to open in Mount Royal West. The surrounding neighbourhoods are home to a mix of affluent millennials, young professionals and families. Redevelopment was completed in 2015 and is the only development with two major anchor tenants on 17th Avenue and in Beltline.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Mount_Royal_Block.pdf","27000","30086","18842","112196","122015","66416","131758","222525","112562","131082",,,,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","151","0",,,,,,,,"<p>Mont-Royal Block est situ&eacute; &agrave; centre-glace&rdquo;&nbsp;le long de la 17e Avenue SW, et est ancr&eacute; par Shoppers Drug Mart et est &eacute;galement l&rsquo;emplacement du Bureau International Realty de Sotheby&rsquo;, ainsi que des services m&eacute;dicaux et param&eacute;dicaux, et HSBC. Mont-Royal Block est &eacute;galement entour&eacute; par d&#39;autres locataires majeurs, y compris GoodLife Fitness, West Elm, et Urban Fare, avec Canadian Tire qui ouvrira ses portes &agrave; Mont-Royal Ouest.&nbsp;Les quartiers environnants comprennent un m&eacute;lange de millennials riches, des jeunes professionnels et des familles.&nbsp;Le r&eacute;am&eacute;nagement a &eacute;t&eacute; achev&eacute;e en 2015 et est le seul d&eacute;veloppement avec deux grands locataires d&#39;ancrage sur la 17e Avenue et &agrave; Beltline. <!-- P--></p>
"
"216","WMR937",NULL,NULL,"Mount Royal Village","Mount Royal West","0","1",NULL,"0","1515 8th Street South West",,"Calgary","AB","western","Canada","T2R 1C1","51.038409","-114.082158","8th Street SW / 16th Ave SW","60131",NULL,"<p>Mount Royal West is the prominent new development located directly across from Mount Royal Village at 8th Street and 16th Avenue SW, set for completion in Q4 2018. Mount Royal West will change the shape of retail in the 17th Avenue area further establishing Mount Royal Village as the epicenter of activity. Mount Royal West will feature anchor retail tenants of Urban Fare and Canadian Tire, with a third floor reserved for office, medical and/or daycare, and will also feature a new 220 unit condominium tower.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Mount_Royal_Village_East.pdf","27000","31421","19486","110463","123071","67107","67107","133290","228219","115128",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","152","0",,,,,,,,"<p>Mount Royal West est le nouveau d&eacute;veloppement de premier plan situ&eacute; juste en face du Mont-Royal Village &agrave; la 8e rue et de la 16e Avenue SW, fix&eacute;e pour l&#39;ach&egrave;vement au T4 2018. Mont-Royal Ouest va changer le style de la vente au d&eacute;tail dans la zone de l&rsquo;avenue 17e, &eacute;tablissant en outre le Village mont royal comme l&#39;&eacute;picentre de l&#39;activit&eacute;.&nbsp;Mont-Royal Ouest mettra en vedette des locataires d&rsquo;ancrage de d&eacute;tail de Urban Fare et Canadian Tire, avec un troisi&egrave;me &eacute;tage r&eacute;serv&eacute; pour le bureau, m&eacute;dical et / ou &agrave; la garderie, et mettra &eacute;galement en vedette une nouvelle toure de condominiums de 220 unit&eacute;s. <!-- P--></p>
"
"217","WMR615","https://fcr.ca/uploads/properties/thumbs/WMR615_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WMR615_GRound5.jpg","Mount Royal Village","Mount Royal East","0","1",NULL,"0","1575 7th Street South West",,"Calgary","AB","western","Canada","T2R 1N5","51.0380863","-114.081543","7th Street SW / 16th Ave SW","42864.63",NULL,"<p>MRV East is connected to Mount Royal Village at the epicenter of Calgary&#39;s Retail &amp; Entertainment District, and home to Calgary&#39;s favourite hotspots from fine dining restaurants, casual cuisine and trendy cafes, boutique shopping destinations, international retailers, fitness facilities, spas and other personal services, and located only blocks away from the most affluent communities in the City. Mount Royal Village and Mount Royal Village East are home to GoodLife Fitness, West Elm, London Drugs, Browns Socialhouse, Parc Brasserie, Kit and Ace and several other boutique clothing and apparel shops. Mount Royal Village is also located directly across from Mount Royal West, featuring the major retail anchors of Urban Fare and Canadian Tire.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Mount_Royal_Village_East.pdf","27000","30656","19311","107016","122995","67106","131777","222101","112344","130995",,,,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","153","0",,,,,,,,"<p>MRV East est reli&eacute; au Village de Mont Royal &agrave; l&#39;&eacute;picentre du quartier de commerce de d&eacute;tail et de divertissement de Calgary et l&rsquo;emplacement des lieux pr&eacute;f&eacute;r&eacute;s &agrave; Calgary de restaurants gastronomiques, une cuisine d&eacute;contract&eacute;e et des caf&eacute;s branch&eacute;s, boutiques destinations de shopping, les d&eacute;taillants internationaux, des installations de conditionnement physique, des spas et autres services personnels, et situ&eacute; &agrave; seulement p&acirc;t&eacute;s de maisons des communaut&eacute;s les plus riches dans la ville.&nbsp;Village Mont-Royal et Village Mont-Royal Est comprennent GoodLife Fitness, West Elm, London Drugs, Browns Socialhouse, Parc Brasserie, Kit et Ace et plusieurs autres magasins de v&ecirc;tements et de v&ecirc;tements boutique.&nbsp;Mont-Royal Village est &eacute;galement situ&eacute; juste en face du Mont-Royal Ouest, mettant en vedette les grandes enseignes de Urban Fare et Canadian Tire. <!-- P--></p>
"
"218","WSG752","https://fcr.ca/uploads/properties/thumbs/WSG752_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WSG752_Ground4.jpg","Seton Gateway","Seton Gateway","0","1","2015 - LEED Canada Core and Shell (CS) 2009 Certified","1","19489 Seton Crescent South East
",,"Calgary","AB","western","Canada","T3M 1T4","50.8798642","-113.957765","Seton Blvd SE/ Seton Cres SE","126592",NULL,"<p>Seton Gateway is prominently located at the entrance to the new community of Seton, home of Calgary&#39;s South Health Campus. Seton is a highly desirable and sought after grocery anchored retail centre, anchored by the first Save On Foods to open in the Calgary market. Other major tenants include Shoppers Drug Mart, TD Canada Trust, Bank of Montreal, and a mix of restaurants, medical and personal services and boutique fitness concepts making this the main shopping hub of this active neighbourhood.</p>
","https://fcr.ca/uploads/properties/marketing-pdfs/Seton_Gateway.pdf",,"https://fcr.ca/uploads//properties/site-plans/Seton Gateway.pdf","13000","3788","1266","163501","37014","13025","157169","87624","30801","156657",,,,"0","0","0","0","0","0","0","0","0","0","1","1","0","0","204","0",,,,,,,,"<p>Seton Gateway est situ&eacute; bien en &eacute;vidence &agrave; l&#39;entr&eacute;e de la nouvelle communaut&eacute; de Seton, le foyer du Calgary South Health Campus.&nbsp;Seton comprend un centre d&#39;&eacute;picerie tr&egrave;s recherch&eacute; et souhait&eacute;e ancr&eacute;e par le premier Save On Foods &agrave; ouvrir dans le march&eacute; de Calgary.&nbsp;Les autres locataires principaux comprennent Shoppers Drug Mart, TD Canada Trust, Banque de Montr&eacute;al, et un m&eacute;lange de restaurants, de services m&eacute;dicaux et personnels et des boutiques de concepts de conditionnement physique, ce qui en fait le principal centre commercial de ce quartier actif. <!-- P--></p>
"
"219","WSD664","https://fcr.ca/uploads/properties/thumbs/WSD664_Thumb.jpg","https://fcr.ca/uploads/properties/hero/WSD664_Ground2.jpg","Mount Royal Village","The Devenish","1","1",NULL,"0","908 17th Avenue South West",,"Calgary","AB","western","Canada","T2T 0A3","51.0380155","-114.082522","17th Ave SW / 8th St SW","40152.5",NULL,"<p>The Shoppes at the Devenish is a unique heritage status building ideally located at the corner of 17th Avenue and 8th Street. This building is home to several boutique retailers sharing a common internal corridor, a sushi restaurant and new prohibition era &quot;speak-easy&quot; pub opening soon, as well as two floors of character office space. Urban street front retail and office, former Devenish residences converted to character office space and retail units, FCR continues to upgrade the building and restoring features and increasing its prominence on the corner of 8th Street and 17th Ave.</p>
",,,"https://fcr.ca/uploads//properties/site-plans/Devenish_Building.pdf","27000","31244","19370","112725","123143","67033","133234","227096","114575","131411",,,,"1642","901","838","1089","840","370","0","0","0","0","0","1","1","0","154","0",,,,,,,,"<p>Shoppes au Devenish est un b&acirc;timent unique de l&#39;&eacute;tat du patrimoine id&eacute;alement situ&eacute; au coin de la 17e Avenue et la 8e Rue.&nbsp;Ce b&acirc;timent abrite plusieurs d&eacute;taillants de boutiques partageant un couloir int&eacute;rieur commun, un restaurant de sushi et un nouveau pub qui ouvrira prochainement de style d&rsquo;&eacute;poque de la prohibition, ainsi que deux &eacute;tages de bureaux.&nbsp;Front de rue urbaine pour le commerce et des bureaux, anciennes r&eacute;sidences Devenish convertis en espace de bureau et pour des unit&eacute;s de vente au d&eacute;tail, la RTCE continue de mettre &agrave; niveau le b&acirc;timent et la restauration de ses fonctionnalit&eacute;s et d&#39;accro&icirc;tre sa notori&eacute;t&eacute; sur le coin de la 8e rue et du 17e avenue. <!-- P--></p>
"
